mpg,cylinders,displacement,horsepower,weight,acceleration,year,name,origin_1,origin_2,origin_3,horsepower_vs_weight,cylinders_vs_displacement,horsepower_vs_displacement,horsepower_vs_year
32.0,4,85.0,70,1990,17.0,76,datsun b-210,False,False,True,0.035175879396984924,0.047058823529411764,0.8235294117647058,0.9210526315789473
28.0,4,97.0,75,2155,16.4,76,toyota corolla,False,False,True,0.03480278422273782,0.041237113402061855,0.7731958762886598,0.9868421052631579
26.5,4,140.0,72,2565,13.6,76,ford pinto,True,False,False,0.028070175438596492,0.02857142857142857,0.5142857142857142,0.9473684210526315
20.0,4,130.0,102,3150,15.7,76,volvo 245,False,True,False,0.03238095238095238,0.03076923076923077,0.7846153846153846,1.3421052631578947
13.0,8,318.0,150,3940,13.2,76,plymouth volare premier v8,True,False,False,0.03807106598984772,0.025157232704402517,0.4716981132075472,1.9736842105263157
19.0,4,120.0,88,3270,21.9,76,peugeot 504,False,True,False,0.02691131498470948,0.03333333333333333,0.7333333333333333,1.1578947368421053
16.5,8,350.0,180,4380,12.1,76,cadillac seville,True,False,False,0.0410958904109589,0.022857142857142857,0.5142857142857142,2.3684210526315788
13.0,8,350.0,145,4055,12.0,76,chevy c10,True,False,False,0.035758323057953144,0.022857142857142857,0.4142857142857143,1.9078947368421053
13.0,8,302.0,130,3870,15.0,76,ford f108,True,False,False,0.03359173126614987,0.026490066225165563,0.4304635761589404,1.7105263157894737
13.0,8,318.0,150,3755,14.0,76,dodge d100,True,False,False,0.03994673768308921,0.025157232704402517,0.4716981132075472,1.9736842105263157
31.5,4,98.0,68,2045,18.5,77,honda accord cvcc,False,False,True,0.033251833740831294,0.04081632653061224,0.6938775510204082,0.8831168831168831
30.0,4,111.0,80,2155,14.8,77,buick opel isuzu deluxe,True,False,False,0.037122969837587005,0.036036036036036036,0.7207207207207207,1.0389610389610389
36.0,4,79.0,58,1825,18.6,77,renault 5 gtl,False,True,False,0.03178082191780822,0.05063291139240506,0.7341772151898734,0.7532467532467533
25.5,4,122.0,96,2300,15.5,77,plymouth arrow gs,True,False,False,0.04173913043478261,0.03278688524590164,0.7868852459016393,1.2467532467532467
33.5,4,85.0,70,1945,16.8,77,datsun f-10 hatchback,False,False,True,0.03598971722365039,0.047058823529411764,0.8235294117647058,0.9090909090909091
17.5,8,305.0,145,3880,12.5,77,chevrolet caprice classic,True,False,False,0.037371134020618556,0.02622950819672131,0.47540983606557374,1.8831168831168832
17.0,8,260.0,110,4060,19.0,77,oldsmobile cutlass supreme,True,False,False,0.027093596059113302,0.03076923076923077,0.4230769230769231,1.4285714285714286
15.5,8,318.0,145,4140,13.7,77,dodge monaco brougham,True,False,False,0.035024154589371984,0.025157232704402517,0.4559748427672956,1.8831168831168832
15.0,8,302.0,130,4295,14.9,77,mercury cougar brougham,True,False,False,0.030267753201396973,0.026490066225165563,0.4304635761589404,1.6883116883116882
17.5,6,250.0,110,3520,16.4,77,chevrolet concours,True,False,False,0.03125,0.024,0.44,1.4285714285714286
20.5,6,231.0,105,3425,16.9,77,buick skylark,True,False,False,0.030656934306569343,0.025974025974025976,0.45454545454545453,1.3636363636363635
19.0,6,225.0,100,3630,17.7,77,plymouth volare custom,True,False,False,0.027548209366391185,0.02666666666666667,0.4444444444444444,1.2987012987012987
18.5,6,250.0,98,3525,19.0,77,ford granada,True,False,False,0.027801418439716313,0.024,0.392,1.2727272727272727
16.0,8,400.0,180,4220,11.1,77,pontiac grand prix lj,True,False,False,0.04265402843601896,0.02,0.45,2.3376623376623376
15.5,8,350.0,170,4165,11.4,77,chevrolet monte carlo landau,True,False,False,0.04081632653061224,0.022857142857142857,0.4857142857142857,2.207792207792208
15.5,8,400.0,190,4325,12.2,77,chrysler cordoba,True,False,False,0.04393063583815029,0.02,0.475,2.4675324675324677
16.0,8,351.0,149,4335,14.5,77,ford thunderbird,True,False,False,0.03437139561707036,0.022792022792022793,0.42450142450142453,1.9350649350649352
29.0,4,97.0,78,1940,14.5,77,volkswagen rabbit custom,False,True,False,0.04020618556701031,0.041237113402061855,0.8041237113402062,1.0129870129870129
24.5,4,151.0,88,2740,16.0,77,pontiac sunbird coupe,True,False,False,0.032116788321167884,0.026490066225165563,0.5827814569536424,1.1428571428571428
26.0,4,97.0,75,2265,18.2,77,toyota corolla liftback,False,False,True,0.033112582781456956,0.041237113402061855,0.7731958762886598,0.974025974025974
25.5,4,140.0,89,2755,15.8,77,ford mustang ii 2+2,True,False,False,0.032304900181488204,0.02857142857142857,0.6357142857142857,1.155844155844156
30.5,4,98.0,63,2051,17.0,77,chevrolet chevette,True,False,False,0.030716723549488054,0.04081632653061224,0.6428571428571429,0.8181818181818182
33.5,4,98.0,83,2075,15.9,77,dodge colt m/m,True,False,False,0.04,0.04081632653061224,0.8469387755102041,1.077922077922078
30.0,4,97.0,67,1985,16.4,77,subaru dl,False,False,True,0.033753148614609575,0.041237113402061855,0.6907216494845361,0.8701298701298701
30.5,4,97.0,78,2190,14.1,77,volkswagen dasher,False,True,False,0.03561643835616438,0.041237113402061855,0.8041237113402062,1.0129870129870129
21.5,4,121.0,110,2600,12.8,77,bmw 320i,False,True,False,0.04230769230769231,0.03305785123966942,0.9090909090909091,1.4285714285714286
36.1,4,98.0,66,1800,14.4,78,ford fiesta,True,False,False,0.03666666666666667,0.04081632653061224,0.673469387755102,0.8461538461538461
32.8,4,78.0,52,1985,19.4,78,mazda glc deluxe,False,False,True,0.02619647355163728,0.05128205128205128,0.6666666666666666,0.6666666666666666
39.4,4,85.0,70,2070,18.6,78,datsun b210 gx,False,False,True,0.033816425120772944,0.047058823529411764,0.8235294117647058,0.8974358974358975
36.1,4,91.0,60,1800,16.4,78,honda civic cvcc,False,False,True,0.03333333333333333,0.04395604395604396,0.6593406593406593,0.7692307692307693
19.9,8,260.0,110,3365,15.5,78,oldsmobile cutlass salon brougham,True,False,False,0.03268945022288262,0.03076923076923077,0.4230769230769231,1.4102564102564104
19.4,8,318.0,140,3735,13.2,78,dodge diplomat,True,False,False,0.03748326639892905,0.025157232704402517,0.44025157232704404,1.794871794871795
20.2,8,302.0,139,3570,12.8,78,mercury monarch ghia,True,False,False,0.03893557422969188,0.026490066225165563,0.4602649006622517,1.7820512820512822
19.2,6,231.0,105,3535,19.2,78,pontiac phoenix lj,True,False,False,0.0297029702970297,0.025974025974025976,0.45454545454545453,1.3461538461538463
20.5,6,200.0,95,3155,18.2,78,chevrolet malibu,True,False,False,0.030110935023771792,0.03,0.475,1.2179487179487178
20.2,6,200.0,85,2965,15.8,78,ford fairmont (auto),True,False,False,0.02866779089376054,0.03,0.425,1.0897435897435896
25.1,4,140.0,88,2720,15.4,78,ford fairmont (man),True,False,False,0.03235294117647059,0.02857142857142857,0.6285714285714286,1.1282051282051282
20.5,6,225.0,100,3430,17.2,78,plymouth volare,True,False,False,0.029154518950437316,0.02666666666666667,0.4444444444444444,1.2820512820512822
19.4,6,232.0,90,3210,17.2,78,amc concord,True,False,False,0.028037383177570093,0.02586206896551724,0.3879310344827586,1.1538461538461537
20.6,6,231.0,105,3380,15.8,78,buick century special,True,False,False,0.03106508875739645,0.025974025974025976,0.45454545454545453,1.3461538461538463
20.8,6,200.0,85,3070,16.7,78,mercury zephyr,True,False,False,0.02768729641693811,0.03,0.425,1.0897435897435896
18.6,6,225.0,110,3620,18.7,78,dodge aspen,True,False,False,0.03038674033149171,0.02666666666666667,0.4888888888888889,1.4102564102564104
18.1,6,258.0,120,3410,15.1,78,amc concord d/l,True,False,False,0.03519061583577713,0.023255813953488372,0.46511627906976744,1.5384615384615385
19.2,8,305.0,145,3425,13.2,78,chevrolet monte carlo landau,True,False,False,0.042335766423357665,0.02622950819672131,0.47540983606557374,1.858974358974359
17.7,6,231.0,165,3445,13.4,78,buick regal sport coupe (turbo),True,False,False,0.047895500725689405,0.025974025974025976,0.7142857142857143,2.1153846153846154
18.1,8,302.0,139,3205,11.2,78,ford futura,True,False,False,0.04336973478939157,0.026490066225165563,0.4602649006622517,1.7820512820512822
17.5,8,318.0,140,4080,13.7,78,dodge magnum xe,True,False,False,0.03431372549019608,0.025157232704402517,0.44025157232704404,1.794871794871795
30.0,4,98.0,68,2155,16.5,78,chevrolet chevette,True,False,False,0.03155452436194896,0.04081632653061224,0.6938775510204082,0.8717948717948718
27.5,4,134.0,95,2560,14.2,78,toyota corona,False,False,True,0.037109375,0.029850746268656716,0.7089552238805971,1.2179487179487178
27.2,4,119.0,97,2300,14.7,78,datsun 510,False,False,True,0.04217391304347826,0.03361344537815126,0.8151260504201681,1.2435897435897436
30.9,4,105.0,75,2230,14.5,78,dodge omni,True,False,False,0.033632286995515695,0.0380952380952381,0.7142857142857143,0.9615384615384616
21.1,4,134.0,95,2515,14.8,78,toyota celica gt liftback,False,False,True,0.03777335984095427,0.029850746268656716,0.7089552238805971,1.2179487179487178
23.2,4,156.0,105,2745,16.7,78,plymouth sapporo,True,False,False,0.03825136612021858,0.02564102564102564,0.6730769230769231,1.3461538461538463
23.8,4,151.0,85,2855,17.6,78,oldsmobile starfire sx,True,False,False,0.0297723292469352,0.026490066225165563,0.5629139072847682,1.0897435897435896
23.9,4,119.0,97,2405,14.9,78,datsun 200-sx,False,False,True,0.040332640332640335,0.03361344537815126,0.8151260504201681,1.2435897435897436
21.6,4,121.0,115,2795,15.7,78,saab 99gle,False,True,False,0.04114490161001789,0.03305785123966942,0.9504132231404959,1.4743589743589745
31.5,4,89.0,71,1990,14.9,78,volkswagen scirocco,False,True,False,0.035678391959798994,0.0449438202247191,0.797752808988764,0.9102564102564102
29.5,4,98.0,68,2135,16.6,78,honda accord lx,False,False,True,0.03185011709601874,0.04081632653061224,0.6938775510204082,0.8717948717948718
21.5,6,231.0,115,3245,15.4,79,pontiac lemans v6,True,False,False,0.03543913713405239,0.025974025974025976,0.49783549783549785,1.4556962025316456
19.8,6,200.0,85,2990,18.2,79,mercury zephyr 6,True,False,False,0.028428093645484948,0.03,0.425,1.0759493670886076
22.3,4,140.0,88,2890,17.3,79,ford fairmont 4,True,False,False,0.03044982698961938,0.02857142857142857,0.6285714285714286,1.1139240506329113
20.2,6,232.0,90,3265,18.2,79,amc concord dl 6,True,False,False,0.027565084226646247,0.02586206896551724,0.3879310344827586,1.139240506329114
20.6,6,225.0,110,3360,16.6,79,dodge aspen 6,True,False,False,0.03273809523809524,0.02666666666666667,0.4888888888888889,1.3924050632911393
17.0,8,305.0,130,3840,15.4,79,chevrolet caprice classic,True,False,False,0.033854166666666664,0.02622950819672131,0.4262295081967213,1.6455696202531647
17.6,8,302.0,129,3725,13.4,79,ford ltd landau,True,False,False,0.03463087248322148,0.026490066225165563,0.4271523178807947,1.6329113924050633
16.5,8,351.0,138,3955,13.2,79,mercury grand marquis,True,False,False,0.03489254108723135,0.022792022792022793,0.39316239316239315,1.7468354430379747
18.2,8,318.0,135,3830,15.2,79,dodge st. regis,True,False,False,0.03524804177545692,0.025157232704402517,0.42452830188679247,1.7088607594936709
16.9,8,350.0,155,4360,14.9,79,buick estate wagon (sw),True,False,False,0.03555045871559633,0.022857142857142857,0.44285714285714284,1.9620253164556962
15.5,8,351.0,142,4054,14.3,79,ford country squire (sw),True,False,False,0.03502713369511593,0.022792022792022793,0.4045584045584046,1.7974683544303798
19.2,8,267.0,125,3605,15.0,79,chevrolet malibu classic (sw),True,False,False,0.03467406380027739,0.0299625468164794,0.4681647940074906,1.5822784810126582
18.5,8,360.0,150,3940,13.0,79,chrysler lebaron town @ country (sw),True,False,False,0.03807106598984772,0.022222222222222223,0.4166666666666667,1.8987341772151898
31.9,4,89.0,71,1925,14.0,79,vw rabbit custom,False,True,False,0.036883116883116886,0.0449438202247191,0.797752808988764,0.8987341772151899
34.1,4,86.0,65,1975,15.2,79,maxda glc deluxe,False,False,True,0.03291139240506329,0.046511627906976744,0.7558139534883721,0.8227848101265823
35.7,4,98.0,80,1915,14.4,79,dodge colt hatchback custom,True,False,False,0.04177545691906005,0.04081632653061224,0.8163265306122449,1.0126582278481013
27.4,4,121.0,80,2670,15.0,79,amc spirit dl,True,False,False,0.0299625468164794,0.03305785123966942,0.6611570247933884,1.0126582278481013
23.0,8,350.0,125,3900,17.4,79,cadillac eldorado,True,False,False,0.03205128205128205,0.022857142857142857,0.35714285714285715,1.5822784810126582
27.2,4,141.0,71,3190,24.8,79,peugeot 504,False,True,False,0.02225705329153605,0.028368794326241134,0.5035460992907801,0.8987341772151899
23.9,8,260.0,90,3420,22.2,79,oldsmobile cutlass salon brougham,True,False,False,0.02631578947368421,0.03076923076923077,0.34615384615384615,1.139240506329114
34.2,4,105.0,70,2200,13.2,79,plymouth horizon,True,False,False,0.031818181818181815,0.0380952380952381,0.6666666666666666,0.8860759493670886
34.5,4,105.0,70,2150,14.9,79,plymouth horizon tc3,True,False,False,0.03255813953488372,0.0380952380952381,0.6666666666666666,0.8860759493670886
31.8,4,85.0,65,2020,19.2,79,datsun 210,False,False,True,0.03217821782178218,0.047058823529411764,0.7647058823529411,0.8227848101265823
37.3,4,91.0,69,2130,14.7,79,fiat strada custom,False,True,False,0.0323943661971831,0.04395604395604396,0.7582417582417582,0.8734177215189873
28.4,4,151.0,90,2670,16.0,79,buick skylark limited,True,False,False,0.033707865168539325,0.026490066225165563,0.5960264900662252,1.139240506329114
28.8,6,173.0,115,2595,11.3,79,chevrolet citation,True,False,False,0.04431599229287091,0.03468208092485549,0.6647398843930635,1.4556962025316456
26.8,6,173.0,115,2700,12.9,79,oldsmobile omega brougham,True,False,False,0.04259259259259259,0.03468208092485549,0.6647398843930635,1.4556962025316456
33.5,4,151.0,90,2556,13.2,79,pontiac phoenix,True,False,False,0.035211267605633804,0.026490066225165563,0.5960264900662252,1.139240506329114
38.1,4,89.0,60,1968,18.8,80,toyota corolla tercel,False,False,True,0.03048780487804878,0.0449438202247191,0.6741573033707865,0.75
32.1,4,98.0,70,2120,15.5,80,chevrolet chevette,True,False,False,0.0330188679245283,0.04081632653061224,0.7142857142857143,0.875
37.2,4,86.0,65,2019,16.4,80,datsun 310,False,False,True,0.032194155522535906,0.046511627906976744,0.7558139534883721,0.8125
28.0,4,151.0,90,2678,16.5,80,chevrolet citation,True,False,False,0.033607169529499624,0.026490066225165563,0.5960264900662252,1.125
26.4,4,140.0,88,2870,18.1,80,ford fairmont,True,False,False,0.030662020905923345,0.02857142857142857,0.6285714285714286,1.1
24.3,4,151.0,90,3003,20.1,80,amc concord,True,False,False,0.029970029970029972,0.026490066225165563,0.5960264900662252,1.125
19.1,6,225.0,90,3381,18.7,80,dodge aspen,True,False,False,0.026619343389529725,0.02666666666666667,0.4,1.125
34.3,4,97.0,78,2188,15.8,80,audi 4000,False,True,False,0.0356489945155393,0.041237113402061855,0.8041237113402062,0.975
29.8,4,134.0,90,2711,15.5,80,toyota corona liftback,False,False,True,0.033198081888601995,0.029850746268656716,0.6716417910447762,1.125
31.3,4,120.0,75,2542,17.5,80,mazda 626,False,False,True,0.029504327301337528,0.03333333333333333,0.625,0.9375
37.0,4,119.0,92,2434,15.0,80,datsun 510 hatchback,False,False,True,0.03779786359901397,0.03361344537815126,0.773109243697479,1.15
32.2,4,108.0,75,2265,15.2,80,toyota corolla,False,False,True,0.033112582781456956,0.037037037037037035,0.6944444444444444,0.9375
27.9,4,156.0,105,2800,14.4,80,dodge colt,True,False,False,0.0375,0.02564102564102564,0.6730769230769231,1.3125
40.8,4,85.0,65,2110,19.2,80,datsun 210,False,False,True,0.030805687203791468,0.047058823529411764,0.7647058823529411,0.8125
30.0,4,146.0,67,3250,21.8,80,mercedes-benz 240d,False,True,False,0.020615384615384615,0.0273972602739726,0.4589041095890411,0.8375
44.6,4,91.0,67,1850,13.8,80,honda civic 1500 gl,False,False,True,0.036216216216216214,0.04395604395604396,0.7362637362637363,0.8375
33.8,4,97.0,67,2145,18.0,80,subaru dl,False,False,True,0.031235431235431235,0.041237113402061855,0.6907216494845361,0.8375
29.8,4,89.0,62,1845,15.3,80,vokswagen rabbit,False,True,False,0.03360433604336043,0.0449438202247191,0.6966292134831461,0.775
35.0,4,122.0,88,2500,15.1,80,triumph tr7 coupe,False,True,False,0.0352,0.03278688524590164,0.7213114754098361,1.1
32.4,4,107.0,72,2290,17.0,80,honda accord,False,False,True,0.0314410480349345,0.037383177570093455,0.6728971962616822,0.9
27.2,4,135.0,84,2490,15.7,81,plymouth reliant,True,False,False,0.033734939759036145,0.02962962962962963,0.6222222222222222,1.037037037037037
26.6,4,151.0,84,2635,16.4,81,buick skylark,True,False,False,0.031878557874762806,0.026490066225165563,0.5562913907284768,1.037037037037037
25.8,4,156.0,92,2620,14.4,81,dodge aries wagon (sw),True,False,False,0.035114503816793895,0.02564102564102564,0.5897435897435898,1.1358024691358024
23.5,6,173.0,110,2725,12.6,81,chevrolet citation,True,False,False,0.04036697247706422,0.03468208092485549,0.6358381502890174,1.3580246913580247
30.0,4,135.0,84,2385,12.9,81,plymouth reliant,True,False,False,0.03522012578616352,0.02962962962962963,0.6222222222222222,1.037037037037037
39.1,4,79.0,58,1755,16.9,81,toyota starlet,False,False,True,0.03304843304843305,0.05063291139240506,0.7341772151898734,0.7160493827160493
35.1,4,81.0,60,1760,16.1,81,honda civic 1300,False,False,True,0.03409090909090909,0.04938271604938271,0.7407407407407407,0.7407407407407407
32.3,4,97.0,67,2065,17.8,81,subaru,False,False,True,0.0324455205811138,0.041237113402061855,0.6907216494845361,0.8271604938271605
37.0,4,85.0,65,1975,19.4,81,datsun 210 mpg,False,False,True,0.03291139240506329,0.047058823529411764,0.7647058823529411,0.8024691358024691
37.7,4,89.0,62,2050,17.3,81,toyota tercel,False,False,True,0.03024390243902439,0.0449438202247191,0.6966292134831461,0.7654320987654321
34.1,4,91.0,68,1985,16.0,81,mazda glc 4,False,False,True,0.03425692695214106,0.04395604395604396,0.7472527472527473,0.8395061728395061
34.7,4,105.0,63,2215,14.9,81,plymouth horizon 4,True,False,False,0.028442437923250564,0.0380952380952381,0.6,0.7777777777777778
34.4,4,98.0,65,2045,16.2,81,ford escort 4w,True,False,False,0.03178484107579462,0.04081632653061224,0.6632653061224489,0.8024691358024691
29.9,4,98.0,65,2380,20.7,81,ford escort 2h,True,False,False,0.0273109243697479,0.04081632653061224,0.6632653061224489,0.8024691358024691
33.0,4,105.0,74,2190,14.2,81,volkswagen jetta,False,True,False,0.033789954337899546,0.0380952380952381,0.7047619047619048,0.9135802469135802
33.7,4,107.0,75,2210,14.4,81,honda prelude,False,False,True,0.033936651583710405,0.037383177570093455,0.7009345794392523,0.9259259259259259
32.4,4,108.0,75,2350,16.8,81,toyota corolla,False,False,True,0.031914893617021274,0.037037037037037035,0.6944444444444444,0.9259259259259259
32.9,4,119.0,100,2615,14.8,81,datsun 200sx,False,False,True,0.03824091778202677,0.03361344537815126,0.8403361344537815,1.2345679012345678
31.6,4,120.0,74,2635,18.3,81,mazda 626,False,False,True,0.02808349146110057,0.03333333333333333,0.6166666666666667,0.9135802469135802
28.1,4,141.0,80,3230,20.4,81,peugeot 505s turbo diesel,False,True,False,0.02476780185758514,0.028368794326241134,0.5673758865248227,0.9876543209876543
22.4,6,231.0,110,3415,15.8,81,buick century,True,False,False,0.032210834553440704,0.025974025974025976,0.47619047619047616,1.3580246913580247
26.6,8,350.0,105,3725,19.0,81,oldsmobile cutlass ls,True,False,False,0.028187919463087248,0.022857142857142857,0.3,1.2962962962962963
20.2,6,200.0,88,3060,17.1,81,ford granada gl,True,False,False,0.02875816993464052,0.03,0.44,1.0864197530864197
17.6,6,225.0,85,3465,16.6,81,chrysler lebaron salon,True,False,False,0.024531024531024532,0.02666666666666667,0.37777777777777777,1.0493827160493827
28.0,4,112.0,88,2605,19.6,82,chevrolet cavalier,True,False,False,0.03378119001919386,0.03571428571428571,0.7857142857142857,1.0731707317073171
27.0,4,112.0,88,2640,18.6,82,chevrolet cavalier wagon,True,False,False,0.03333333333333333,0.03571428571428571,0.7857142857142857,1.0731707317073171
34.0,4,112.0,88,2395,18.0,82,chevrolet cavalier 2-door,True,False,False,0.03674321503131524,0.03571428571428571,0.7857142857142857,1.0731707317073171
31.0,4,112.0,85,2575,16.2,82,pontiac j2000 se hatchback,True,False,False,0.03300970873786408,0.03571428571428571,0.7589285714285714,1.0365853658536586
29.0,4,135.0,84,2525,16.0,82,dodge aries se,True,False,False,0.03326732673267327,0.02962962962962963,0.6222222222222222,1.024390243902439
27.0,4,151.0,90,2735,18.0,82,pontiac phoenix,True,False,False,0.03290676416819013,0.026490066225165563,0.5960264900662252,1.0975609756097562
24.0,4,140.0,92,2865,16.4,82,ford fairmont futura,True,False,False,0.03211169284467714,0.02857142857142857,0.6571428571428571,1.1219512195121952
36.0,4,105.0,74,1980,15.3,82,volkswagen rabbit l,False,True,False,0.03737373737373737,0.0380952380952381,0.7047619047619048,0.9024390243902439
37.0,4,91.0,68,2025,18.2,82,mazda glc custom l,False,False,True,0.03358024691358025,0.04395604395604396,0.7472527472527473,0.8292682926829268
31.0,4,91.0,68,1970,17.6,82,mazda glc custom,False,False,True,0.03451776649746193,0.04395604395604396,0.7472527472527473,0.8292682926829268
36.0,4,98.0,70,2125,17.3,82,mercury lynx l,True,False,False,0.03294117647058824,0.04081632653061224,0.7142857142857143,0.8536585365853658
36.0,4,120.0,88,2160,14.5,82,nissan stanza xe,False,False,True,0.040740740740740744,0.03333333333333333,0.7333333333333333,1.0731707317073171
36.0,4,107.0,75,2205,14.5,82,honda accord,False,False,True,0.034013605442176874,0.037383177570093455,0.7009345794392523,0.9146341463414634
34.0,4,108.0,70,2245,16.9,82,toyota corolla,False,False,True,0.031180400890868598,0.037037037037037035,0.6481481481481481,0.8536585365853658
38.0,4,91.0,67,1965,15.0,82,honda civic,False,False,True,0.03409669211195929,0.04395604395604396,0.7362637362637363,0.8170731707317073
32.0,4,91.0,67,1965,15.7,82,honda civic (auto),False,False,True,0.03409669211195929,0.04395604395604396,0.7362637362637363,0.8170731707317073
38.0,4,91.0,67,1995,16.2,82,datsun 310 gx,False,False,True,0.033583959899749376,0.04395604395604396,0.7362637362637363,0.8170731707317073
25.0,6,181.0,110,2945,16.4,82,buick century limited,True,False,False,0.03735144312393888,0.03314917127071823,0.6077348066298343,1.3414634146341464
26.0,4,156.0,92,2585,14.5,82,chrysler lebaron medallion,True,False,False,0.035589941972920695,0.02564102564102564,0.5897435897435898,1.1219512195121952
22.0,6,232.0,112,2835,14.7,82,ford granada l,True,False,False,0.03950617283950617,0.02586206896551724,0.4827586206896552,1.3658536585365855
32.0,4,144.0,96,2665,13.9,82,toyota celica gt,False,False,True,0.03602251407129456,0.027777777777777776,0.6666666666666666,1.170731707317073
36.0,4,135.0,84,2370,13.0,82,dodge charger 2.2,True,False,False,0.035443037974683546,0.02962962962962963,0.6222222222222222,1.024390243902439
27.0,4,151.0,90,2950,17.3,82,chevrolet camaro,True,False,False,0.030508474576271188,0.026490066225165563,0.5960264900662252,1.0975609756097562
27.0,4,140.0,86,2790,15.6,82,ford mustang gl,True,False,False,0.03082437275985663,0.02857142857142857,0.6142857142857143,1.048780487804878
32.0,4,135.0,84,2295,11.6,82,dodge rampage,True,False,False,0.036601307189542485,0.02962962962962963,0.6222222222222222,1.024390243902439
28.0,4,120.0,79,2625,18.6,82,ford ranger,True,False,False,0.030095238095238095,0.03333333333333333,0.6583333333333333,0.9634146341463414
31.0,4,119.0,82,2720,19.4,82,chevy s-10,True,False,False,0.030147058823529412,0.03361344537815126,0.6890756302521008,1.0
